,nose_leftear,nose_leftear,nose_leftear,nose_rightear,nose_rightear,nose_rightear,leftear_rightear,leftear_rightear,leftear_rightear
,length,orientation,likelihood,length,orientation,likelihood,length,orientation,likelihood
0,212.37620194052568,257.977275127814,0.9999485015869141,209.6442143806478,312.95415905092227,0.9989237189292908,194.80690075037293,16.17854178140955,0.9989237189292908
1,213.6870915042306,257.0755021289495,0.9997321963310242,209.7621186454183,312.6772863886926,0.9991703033447266,197.52740210810498,15.883530752096728,0.9991703033447266
2,215.97449636816947,256.3965976192189,0.9994737505912781,209.4505403074387,312.4132120260193,0.9993844032287598,199.86243079444986,16.05634965493816,0.9993844032287598
3,215.25973375358888,256.28512474304773,0.9999043941497803,211.1339245406715,312.92976762371563,0.9977450966835022,202.3270518923663,15.636002777763792,0.9977450966835022
4,215.58334985978925,255.20270474018594,0.9998186230659485,210.68157872273017,312.7063348835939,0.9992057681083679,205.08551215449253,15.155205075735465,0.9992057681083679
5,214.6304910257469,254.46566635943782,0.9999575614929199,210.7546039663628,312.37758558847236,0.9984556436538696,205.97267079256292,14.365052104921292,0.9984556436538696
6,214.5447157117899,253.54296288541912,0.9998486042022705,210.89961375553102,312.509567006993,0.9999306201934814,209.41492845127127,13.89444470163822,0.9999306201934814
7,215.25799343282904,252.94811456651803,0.9998800754547119,211.13957254307664,312.0966402268969,0.9994800686836243,210.47952743742474,13.497461965900065,0.9994800686836243
8,214.3957487773612,253.15401905876013,0.999919056892395,211.96372526607985,313.0515178610759,0.9995895028114319,212.85980247932986,13.66999758997511,0.9995895028114319
9,214.68042360681505,253.3209525531964,0.9998711347579956,212.68618257430558,313.67994005395343,0.9992460012435913,214.8486348248046,13.960188769904597,0.9992460012435913
10,216.24776595373385,254.17877378000716,0.999862790107727,214.09237932647298,314.4587042489978,0.9997430443763733,216.08788557667503,14.812980462634435,0.9997430443763733
11,218.6655952146502,254.76642045256,0.9999610185623169,216.1774360281721,314.5093902716458,0.999675989151001,216.58703168574596,15.208683220270103,0.999675989151001
12,221.159633202033,256.6206633263135,0.9999158382415771,218.24005079775324,316.10529861578357,0.9999290704727173,218.0009615146311,17.02924629966476,0.9999290704727173
13,224.07581642549485,258.4245017149514,0.999891996383667,222.19449491320006,317.28482360671313,0.99843829870224,219.2865281420369,18.28279062677871,0.99843829870224
14,227.16081113155786,259.87697156867586,0.9999756813049316,224.57352821456934,318.0208908602527,0.9996955394744873,219.5128421110767,19.53917410962003,0.9996955394744873
15,229.12267886853977,261.5062892894015,0.9994115829467773,226.5885418161521,319.62763960461456,0.9984275102615356,221.36622530928932,21.140304956172002,0.9984275102615356
16,229.2356071659843,262.812655961925,0.9998956918716431,228.626159692624,320.61858542980013,0.9996893405914307,221.29791005379596,21.85375710713427,0.9996893405914307
17,231.56567617018138,263.8667136439842,0.999957799911499,231.61964406914026,321.358729982563,0.999218225479126,222.75864913019686,22.600551425112386,0.999218225479126
18,231.22676029790793,264.2109773908221,0.9999105930328369,232.5000526781024,321.6027608493612,0.9985889792442322,222.66614709066175,22.61946868917643,0.9985889792442322
19,232.49939557616946,264.68084967035134,0.9999676942825317,232.63633425958403,322.21239592403276,0.9999121427536011,223.8373494240388,23.415896169800046,0.9999121427536011
20,230.32594966916778,263.9452915577431,0.9999253749847412,231.51015130585742,322.2062060870543,0.9980766773223877,224.82409718045844,22.812129875055803,0.9980766773223877
21,232.0589970678561,263.83382398851535,0.9999470710754395,233.57242135242637,322.1481052063236,0.9993665814399719,226.86252414069645,22.657169534689935,0.9993665814399719
